seed,idx,flight_id,gates_passed,finished,aborted,abort_reason,stale_imu,duration_s,lap_time_s,gate_clips,env_hits,overrun_frac,score,best_so_far,param_hash,log_dir,param.planner.align.max_dz_m,param.planner.commit.abort_min_dist_m,param.planner.approach.reacquire_max_m,param.control.att_rate.vel_p,param.control.att_rate.vel_i,param.control.att_rate.vz_p,param.control.att_rate.vz_i,param.control.att_rate.tilt_max_rad,param.control.att_rate.hover_thrust
20260719,1,20260719T120001-892c1d61,0,False,True,environment collision (impulse=2.7),False,5.812999999994645,,0,1,0.7460992907801418,-220.58129999999946,-220.58129999999946,892c1d6167af0d5ad8393c78bdfb0a0a83e8ae9ea204ebd0e1eb1af3dd21bdf0,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\framefix-78c8461-20260719T115958Z\seed-20260719\20260719T120001-892c1d61,0.5093572516066383,1.0356214236127432,8.456510540878048,0.22839904008063325,0.13359511919049022,0.5945534487242259,0.3618220185007974,0.28126518670071343,0.4787567856142822
20260719,2,20260719T120010-5ca56536,0,False,True,environment collision (impulse=8.6),False,15.687000000005355,,0,1,0.7456254896839906,-221.56870000000055,-220.58129999999946,5ca565366d37f6ad67b28636a5afabe619ec81eb86a51ab2002e494053773d86,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\framefix-78c8461-20260719T115958Z\seed-20260719\20260719T120010-5ca56536,0.5601217849523332,1.0339663945433581,9.015894085951661,0.2860254634168979,0.17658811909416078,0.9649543614321379,0.541233631773364,0.338458895878625,0.41882424615475833
20260719,3,20260719T120028-bbf3527e,0,False,True,environment collision (impulse=2.0),False,5.9539999999979045,,0,1,0.7449118046132972,-220.59539999999978,-220.58129999999946,bbf3527ed21c6c2bda4c8a46da2ca720aa734c54261cbf7a53ea3059aa85e13b,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\framefix-78c8461-20260719T115958Z\seed-20260719\20260719T120028-bbf3527e,0.6028238701067324,1.0760680047781794,6.7770685095981325,0.2682257514144294,0.14638515388458953,0.7078749487223756,0.6310777409878197,0.49409716038516804,0.610118532981617
20260719,4,20260719T120037-2fcf8b2c,0,False,True,environment collision (impulse=1.9),False,4.187999999994645,,0,1,0.7435406698564593,-220.41879999999946,-220.41879999999946,2fcf8b2c6f9ba72ca2c86494f956d5766d5b65e649352ca976a6d6cd03c286e5,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\framefix-78c8461-20260719T115958Z\seed-20260719\20260719T120037-2fcf8b2c,0.3672379394590685,1.2643824734645601,12.0,0.4468096107792605,0.2651929539618013,0.846624116611433,0.42509910611275403,0.43343000018284017,0.5578334030323214
20260719,5,20260719T120044-a3d0c31c,0,False,True,max duration,False,45.01500000001397,,0,1,0.7448460508701472,-224.50150000000139,-220.41879999999946,a3d0c31cbd467294bab7f3455dc6ca21a56f0cbb2de2444288eccc62d61cbc73,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\framefix-78c8461-20260719T115958Z\seed-20260719\20260719T120044-a3d0c31c,0.34494626473333306,1.0344125466479388,8.305263959418179,0.5313913418898322,0.1393266557930803,0.9386352084338221,0.31285996532351695,0.5140822652403007,0.49382130268410757
20260719,6,20260719T120132-4e5f7579,0,False,True,environment collision (impulse=2.1),False,7.76600000000326,,0,1,0.7460401267159451,-220.77660000000031,-220.41879999999946,4e5f7579e14885b0ed4b68c0727705d3b8f59eca7c90daa8dc9faa05f017e218,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\framefix-78c8461-20260719T115958Z\seed-20260719\20260719T120132-4e5f7579,0.5330211169066026,1.0944094961838173,9.73695135689058,0.2505419257064435,0.07265269735187724,0.5349032710516395,0.5187005920791168,0.43279531785187325,0.37731854300956297
20260719,7,20260719T120142-123901fa,0,False,True,environment collision (impulse=2.6),False,9.0,,0,2,0.7468719923002888,-240.9,-220.41879999999946,123901fa52ef8fab0ea43d233dc401fdd8024a817cc37549fb33f78f5ade677d,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\framefix-78c8461-20260719T115958Z\seed-20260719\20260719T120142-123901fa,0.6370973989085004,1.103631418254874,10.856109583095622,0.46313167225789204,0.12733830798510648,0.9932168940405641,0.46299546127016494,0.3965598282001568,0.5728904240240464
20260719,8,20260719T120153-ea267016,0,False,True,environment collision (impulse=2.1),False,14.98399999999674,,0,1,0.7457253171538886,-221.49839999999966,-220.41879999999946,ea26701643d3650f4836abc568db244e6ac3a77a041cb8917d7e7a1f52a2e203,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\framefix-78c8461-20260719T115958Z\seed-20260719\20260719T120153-ea267016,0.3,1.1808523063825973,7.185135899712382,0.4841640941840889,0.12372759668064613,0.8651351773429901,0.4246568421579075,0.2561900824030287,0.35
20260719,9,20260719T120211-dac9926d,0,False,True,environment collision (impulse=6.0),False,18.264999999984866,,0,1,0.7466388502549838,-221.82649999999848,-220.41879999999946,dac9926d27fe826eb11540f95310813018617a183efbca927653724027f2c919,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\framefix-78c8461-20260719T115958Z\seed-20260719\20260719T120211-dac9926d,0.41240075404084664,1.1100727914757786,9.380811799097708,0.4627716700704979,0.19666605010952934,0.6739862185825708,0.4596091010291796,0.4994150735707187,0.4586444481143817
20260719,10,20260719T120232-f5367b7d,0,False,True,environment collision (impulse=1.3),False,6.092999999993481,,0,1,0.7440597420230821,-220.60929999999934,-220.41879999999946,f5367b7d50d5bdba79f9d553930c05b4a65259fe07db7ead42c74532a94b0cc3,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\framefix-78c8461-20260719T115958Z\seed-20260719\20260719T120232-f5367b7d,0.36641802821312186,1.3262162878507926,9.709495316898192,0.314700767854159,0.20978700575680886,0.6706457101216269,0.43195337253183463,0.3962905384722307,0.4983920459962179
